1.63839998067005e-04, 7.55992850812190e-13, 1.20235034054727e-09, 5.00000000472496e-04, 6.70206429078138e-13, 4.16666666950164e-04, 5.00000000000000e-04, 1.27999999244924e-03, 
1.63839993159874e-04, 6.04794275770060e-12, 4.25465658419222e-09, 1.00000000322522e-03, 5.36165140859419e-12, 9.16666668719397e-04, 1.00000000000000e-03, 1.27999997328076e-03, 
1.63839985009193e-04, 2.04118064762102e-11, 9.32449711434204e-09, 1.50000001051240e-03, 1.80955733226702e-11, 1.41666667350945e-03, 1.50000000000000e-03, 1.27999994144216e-03, 
1.63839973603235e-04, 4.83835401588681e-11, 1.64191671590289e-08, 2.00000002460284e-03, 4.28932102212400e-11, 1.91666668283449e-03, 2.00000000000000e-03, 1.27999989688763e-03, 
1.63839958939973e-04, 9.44990990541974e-11, 2.55399270189045e-08, 2.50000004776486e-03, 8.37757996533704e-11, 2.41666669820704e-03, 2.50000000000000e-03, 1.27999983960926e-03, 
1.63839941018837e-04, 1.63294437205402e-10, 3.66871323618288e-08, 3.00000008226660e-03, 1.44764578500322e-10, 2.91666672113930e-03, 3.00000000000000e-03, 1.27999976960481e-03, 
1.63839919839617e-04, 2.59305507149041e-10, 4.98609142860001e-08, 3.50000013037609e-03, 2.29880782808601e-10, 3.41666675314335e-03, 3.50000000000000e-03, 1.27999968687347e-03, 
1.63839895402221e-04, 3.87068259613701e-10, 6.50613300840966e-08, 4.00000019436136e-03, 3.43145647623007e-10, 3.91666679573120e-03, 4.00000000000000e-03, 1.27999959141486e-03, 
1.63839867706605e-04, 5.51118643218666e-10, 8.22884079298408e-08, 4.50000027649041e-03, 4.88580406819683e-10, 4.41666685041489e-03, 4.50000000000000e-03, 1.27999948322882e-03, 
1.63839836752745e-04, 7.55992604172591e-10, 1.01542162915356e-07, 5.00000037903122e-03, 6.70206292939165e-10, 4.91666691870640e-03, 5.00000000000000e-03, 1.27999936231525e-03, 
1.63839802540628e-04, 1.00622608597217e-09, 1.22822603651967e-07, 5.50000050425180e-03, 8.92044537019432e-10, 5.41666700211774e-03, 5.50000000000000e-03, 1.27999922867410e-03, 
1.63839765070249e-04, 1.30635502910082e-09, 1.46129735283517e-07, 6.00000065442011e-03, 1.15811636842895e-09, 5.91666710216089e-03, 6.00000000000000e-03, 1.27999908230533e-03, 
1.63839724341602e-04, 1.66091537072734e-09, 1.71463560978503e-07, 6.50000083180415e-03, 1.47244301469973e-09, 6.41666722034785e-03, 6.50000000000000e-03, 1.27999892320893e-03, 
1.63839680354686e-04, 2.07444304440457e-09, 1.98824082719114e-07, 7.00000103867190e-03, 1.83904570136037e-09, 6.91666735819061e-03, 7.00000000000000e-03, 1.27999875138489e-03, 
1.63839633109502e-04, 2.55147397976811e-09, 2.28211301741734e-07, 7.50000127729133e-03, 2.26194565176910e-09, 7.41666751720114e-03, 7.50000000000000e-03, 1.27999856683319e-03, 
1.63839582606048e-04, 3.09654410223495e-09, 2.59625218794318e-07, 8.00000154993043e-03, 2.74516408694684e-09, 7.91666769889144e-03, 8.00000000000000e-03, 1.27999836955384e-03, 
1.63839528844327e-04, 3.71418933270215e-09, 2.93065834292751e-07, 8.50000185885718e-03, 3.29272222541026e-09, 8.41666790477349e-03, 8.50000000000000e-03, 1.27999815954683e-03, 
1.63839471824340e-04, 4.40894558724554e-09, 3.28533148419060e-07, 9.00000220633955e-03, 3.90864128300479e-09, 8.91666813635928e-03, 9.00000000000000e-03, 1.27999793681217e-03, 
1.63839411546090e-04, 5.18534877681834e-09, 3.66027161184955e-07, 9.50000259464552e-03, 4.59694247273770e-09, 9.41666839516079e-03, 9.50000000000000e-03, 1.27999770134985e-03, 
1.63839348009577e-04, 6.04793480694991e-09, 4.05547872473998e-07, 1.00000030260431e-02, 5.36164700461115e-09, 9.91666868268999e-03, 1.00000000000000e-02, 1.27999745315988e-03, 
1.63839281214806e-04, 7.00123957744434e-09, 4.47095282070243e-07, 1.05000035028002e-02, 6.20677608545523e-09, 1.04166690004589e-02, 1.05000000000000e-02, 1.27999719224226e-03, 
1.63839211161779e-04, 8.04979898207920e-09, 4.90669389678085e-07, 1.10000040271848e-02, 7.13635091876101e-09, 1.09166693499794e-02, 1.10000000000000e-02, 1.27999691859699e-03, 
1.63839137850498e-04, 9.19814890830417e-09, 5.36270194936278e-07, 1.15000046014650e-02, 8.15439270451357e-09, 1.14166697327637e-02, 1.15000000000000e-02, 1.27999663222408e-03, 
1.63839061280969e-04, 1.04508252369397e-08, 5.83897697427988e-07, 1.20000052279086e-02, 9.26492263902509e-09, 1.19166701503235e-02, 1.20000000000000e-02, 1.27999633312353e-03, 
1.63838981453192e-04, 1.18123638418758e-08, 6.33551896688132e-07, 1.25000059087838e-02, 1.04719619147679e-08, 1.24166706041709e-02, 1.25000000000000e-02, 1.27999602129535e-03, 
1.63838898367174e-04, 1.32873005897704e-08, 6.85232792208784e-07, 1.30000066463583e-02, 1.17795317202073e-08, 1.29166710958180e-02, 1.30000000000000e-02, 1.27999569673954e-03, 
1.63838812022917e-04, 1.48801713397487e-08, 7.38940383443237e-07, 1.35000074429003e-02, 1.31916532396352e-08, 1.34166716267766e-02, 1.35000000000000e-02, 1.27999535945611e-03, 
1.63838722420425e-04, 1.65955119431008e-08, 7.94674669809062e-07, 1.40000083006777e-02, 1.47123476530025e-08, 1.39166721985588e-02, 1.40000000000000e-02, 1.27999500944506e-03, 
1.63838629559703e-04, 1.84378582429815e-08, 8.52435650690457e-07, 1.45000092219585e-02, 1.63456361357524e-08, 1.44166728126764e-02, 1.45000000000000e-02, 1.27999464670640e-03, 
1.63838533440755e-04, 2.04117460741083e-08, 9.12223325440062e-07, 1.50000102090106e-02, 1.80955398586536e-08, 1.49166734706416e-02, 1.50000000000000e-02, 1.27999427124013e-03, 
1.63838434063586e-04, 2.25217112624600e-08, 9.74037693380371e-07, 1.55000112641020e-02, 1.99660799876331e-08, 1.54166741739663e-02, 1.55000000000000e-02, 1.27999388304627e-03, 
1.63838331428199e-04, 2.47722896249760e-08, 1.03787875380484e-06, 1.60000123895007e-02, 2.19612776836096e-08, 1.59166749241625e-02, 1.60000000000000e-02, 1.27999348212481e-03, 
1.63838225534601e-04, 2.71680169692542e-08, 1.10374650597879e-06, 1.65000135874747e-02, 2.40851541023259e-08, 1.64166757227420e-02, 1.65000000000000e-02, 1.27999306847577e-03, 
1.63838116382796e-04, 2.97134290932505e-08, 1.17164094914007e-06, 1.70000148602920e-02, 2.63417303941827e-08, 1.69166765712170e-02, 1.70000000000000e-02, 1.27999264209915e-03, 
1.63838003972790e-04, 3.24130617849767e-08, 1.24156208249965e-06, 1.75000162102205e-02, 2.87350277040712e-08, 1.74166774710994e-02, 1.75000000000000e-02, 1.27999220299496e-03, 
1.63837888304587e-04, 3.52714508221996e-08, 1.31350990524211e-06, 1.80000176395282e-02, 3.12690671712062e-08, 1.79166784239012e-02, 1.80000000000000e-02, 1.27999175116321e-03, 
1.63837769378193e-04, 3.82931319721398e-08, 1.38748441652593e-06, 1.85000191504830e-02, 3.39478699289594e-08, 1.84166794311342e-02, 1.85000000000000e-02, 1.27999128660391e-03, 
1.63837647193614e-04, 4.14826409911701e-08, 1.46348561548390e-06, 1.90000207453531e-02, 3.67754571046919e-08, 1.89166804943106e-02, 1.90000000000000e-02, 1.27999080931706e-03, 
1.63837521750856e-04, 4.48445136245142e-08, 1.54151350122327e-06, 1.95000224264062e-02, 3.97558498195879e-08, 1.94166816149423e-02, 1.95000000000000e-02, 1.27999031930267e-03, 
1.63837393049925e-04, 4.83832856059456e-08, 1.62156807282605e-06, 2.00000241959104e-02, 4.28930691884874e-08, 1.99166827945412e-02, 2.00000000000000e-02, 1.27998981656076e-03, 
1.63837261090826e-04, 5.21034926574860e-08, 1.70364932934911e-06, 2.05000260561337e-02, 4.61911363197191e-08, 2.04166840346194e-02, 2.05000000000000e-02, 1.27998930109133e-03, 
1.63837125873566e-04, 5.60096704891042e-08, 1.78775726982438e-06, 2.10000280093441e-02, 4.96540723149339e-08, 2.09166853366887e-02, 2.10000000000000e-02, 1.27998877289438e-03, 
1.63836987398152e-04, 6.01063547984149e-08, 1.87389189325894e-06, 2.15000300578094e-02, 5.32858982689376e-08, 2.14166867022612e-02, 2.15000000000000e-02, 1.27998823196994e-03, 
1.63836845664591e-04, 6.43980812703770e-08, 1.96205319863514e-06, 2.20000322037978e-02, 5.70906352695238e-08, 2.19166881328488e-02, 2.20000000000000e-02, 1.27998767831800e-03, 
1.63836700672888e-04, 6.88893855769926e-08, 2.05224118491067e-06, 2.25000344495771e-02, 6.10723043973075e-08, 2.24166896299636e-02, 2.25000000000000e-02, 1.27998711193858e-03, 
1.63836552423051e-04, 7.35848033770054e-08, 2.14445585101865e-06, 2.30000367974153e-02, 6.52349267255577e-08, 2.29166911951174e-02, 2.30000000000000e-02, 1.27998653283170e-03, 
1.63836400915086e-04, 7.84888703155998e-08, 2.23869719586771e-06, 2.35000392495805e-02, 6.95825233200306e-08, 2.34166928298222e-02, 2.35000000000000e-02, 1.27998594099735e-03, 
1.63836246149002e-04, 8.36061220240992e-08, 2.33496521834198e-06, 2.40000418083405e-02, 7.41191152388025e-08, 2.39166945355900e-02, 2.40000000000000e-02, 1.27998533643555e-03, 
1.63836088124806e-04, 8.89410941196651e-08, 2.43325991730121e-06, 2.45000444759634e-02, 7.88487235321032e-08, 2.44166963139328e-02, 2.45000000000000e-02, 1.27998471914631e-03, 
1.63835926842505e-04, 9.44983222049953e-08, 2.53358129158078e-06, 2.50000472547171e-02, 8.37753692421485e-08, 2.49166981663625e-02, 2.50000000000000e-02, 1.27998408912964e-03, 
1.63835762302106e-04, 1.00282341868023e-07, 2.63592933999172e-06, 2.55000501468696e-02, 8.89030734029738e-08, 2.54167000943911e-02, 2.55000000000000e-02, 1.27998344638556e-03, 
1.63835594503618e-04, 1.06297688681615e-07, 2.74030406132076e-06, 2.60000531546888e-02, 9.42358570402669e-08, 2.59167020995306e-02, 2.60000000000000e-02, 1.27998279091407e-03, 
