Position:	0.520000	Truth:	1.271202243e-01	Calculated:	1.271202243e-01	Error:	-1.584687936e-11	
Position:	0.530000	Truth:	1.317685276e-01	Calculated:	1.317685276e-01	Error:	-1.614910983e-11	
Position:	0.540000	Truth:	1.364858116e-01	Calculated:	1.364858116e-01	Error:	-1.644268055e-11	
Position:	0.550000	Truth:	1.412712211e-01	Calculated:	1.412712211e-01	Error:	-1.672745276e-11	
Position:	0.560000	Truth:	1.461239026e-01	Calculated:	1.461239026e-01	Error:	-1.700328767e-11	
Position:	0.570000	Truth:	1.510430053e-01	Calculated:	1.510430053e-01	Error:	-1.727057386e-11	
Position:	0.580000	Truth:	1.560276813e-01	Calculated:	1.560276813e-01	Error:	-1.752875622e-11	
Position:	0.590000	Truth:	1.610770862e-01	Calculated:	1.610770862e-01	Error:	-1.777794578e-11	
Position:	0.600000	Truth:	1.661903790e-01	Calculated:	1.661903790e-01	Error:	-1.801858662e-11	
Position:	0.610000	Truth:	1.713667231e-01	Calculated:	1.713667231e-01	Error:	-1.824979057e-11	
Position:	0.620000	Truth:	1.766052864e-01	Calculated:	1.766052864e-01	Error:	-1.847233477e-11	
Position:	0.630000	Truth:	1.819052415e-01	Calculated:	1.819052416e-01	Error:	-1.868624699e-11	
Position:	0.640000	Truth:	1.872657664e-01	Calculated:	1.872657664e-01	Error:	-1.889122192e-11	
Position:	0.650000	Truth:	1.926860442e-01	Calculated:	1.926860442e-01	Error:	-1.908745384e-11	
Position:	0.660000	Truth:	1.981652641e-01	Calculated:	1.981652641e-01	Error:	-1.927524806e-11	
Position:	0.670000	Truth:	2.037026211e-01	Calculated:	2.037026211e-01	Error:	-1.945441030e-11	
Position:	0.680000	Truth:	2.092973166e-01	Calculated:	2.092973166e-01	Error:	-1.962516261e-11	
Position:	0.690000	Truth:	2.149485586e-01	Calculated:	2.149485586e-01	Error:	-1.978772701e-11	
Position:	0.700000	Truth:	2.206555616e-01	Calculated:	2.206555616e-01	Error:	-1.994221455e-11	
Position:	0.710000	Truth:	2.264175472e-01	Calculated:	2.264175472e-01	Error:	-2.008876399e-11	
Position:	0.720000	Truth:	2.322337441e-01	Calculated:	2.322337441e-01	Error:	-2.022718104e-11	
Position:	0.730000	Truth:	2.381033883e-01	Calculated:	2.381033883e-01	Error:	-2.035810409e-11	
Position:	0.740000	Truth:	2.440257232e-01	Calculated:	2.440257232e-01	Error:	-2.048156089e-11	
Position:	0.750000	Truth:	2.500000000e-01	Calculated:	2.500000000e-01	Error:	-2.059752369e-11	
Position:	0.760000	Truth:	2.560254774e-01	Calculated:	2.560254775e-01	Error:	-2.070621452e-11	
Position:	0.770000	Truth:	2.621014222e-01	Calculated:	2.621014223e-01	Error:	-2.080802197e-11	
Position:	0.780000	Truth:	2.682271090e-01	Calculated:	2.682271090e-01	Error:	-2.090294604e-11	
Position:	0.790000	Truth:	2.744018205e-01	Calculated:	2.744018205e-01	Error:	-2.099098673e-11	
Position:	0.800000	Truth:	2.806248475e-01	Calculated:	2.806248475e-01	Error:	-2.107264363e-11	
Position:	0.810000	Truth:	2.868954892e-01	Calculated:	2.868954892e-01	Error:	-2.114797226e-11	
Position:	0.820000	Truth:	2.932130528e-01	Calculated:	2.932130528e-01	Error:	-2.121697262e-11	
Position:	0.830000	Truth:	2.995768542e-01	Calculated:	2.995768542e-01	Error:	-2.128014431e-11	
Position:	0.840000	Truth:	3.059862174e-01	Calculated:	3.059862174e-01	Error:	-2.133748733e-11	
Position:	0.850000	Truth:	3.124404748e-01	Calculated:	3.124404749e-01	Error:	-2.138922373e-11	
Position:	0.860000	Truth:	3.189389675e-01	Calculated:	3.189389675e-01	Error:	-2.143535349e-11	
Position:	0.870000	Truth:	3.254810448e-01	Calculated:	3.254810448e-01	Error:	-2.147620970e-11	
Position:	0.880000	Truth:	3.320660644e-01	Calculated:	3.320660644e-01	Error:	-2.151190337e-11	
Position:	0.890000	Truth:	3.386933928e-01	Calculated:	3.386933928e-01	Error:	-2.154243450e-11	
Position:	0.900000	Truth:	3.453624047e-01	Calculated:	3.453624047e-01	Error:	-2.156835821e-11	
Position:	0.910000	Truth:	3.520724833e-01	Calculated:	3.520724833e-01	Error:	-2.158978551e-11	
Position:	0.920000	Truth:	3.588230201e-01	Calculated:	3.588230201e-01	Error:	-2.160649437e-11	
Position:	0.930000	Truth:	3.656134153e-01	Calculated:	3.656134153e-01	Error:	-2.161903989e-11	
Position:	0.940000	Truth:	3.724430771e-01	Calculated:	3.724430772e-01	Error:	-2.162725554e-11	
Position:	0.950000	Truth:	3.793114224e-01	Calculated:	3.793114224e-01	Error:	-2.163152990e-11	
Position:	0.960000	Truth:	3.862178761e-01	Calculated:	3.862178761e-01	Error:	-2.163197399e-11	
Position:	0.970000	Truth:	3.931618714e-01	Calculated:	3.931618714e-01	Error:	-2.162864332e-11	
Position:	0.980000	Truth:	4.001428499e-01	Calculated:	4.001428499e-01	Error:	-2.162181545e-11	
Position:	0.990000	Truth:	4.071602610e-01	Calculated:	4.071602610e-01	Error:	-2.161160140e-11	
Position:	1.000000	Truth:	4.142135624e-01	Calculated:	4.142135624e-01	Error:	-2.159783463e-11	
